Index,Nama Obat,Kelas Terapi,Sub Kelas Terapi 1,Sub Kelas Terapi 2,Sub Kelas Terapi 3,Kekuatan,Satuan,Sediaan,Komposisi,Tingkat Faskes FPKTP,Tingkat Faskes FPKTL,PP,PRB,OEN,Program [P],Kanker [Ca],Restriksi Obat,Restriksi sediaan,Restriksi Kelas Terapi,Restriksi Sub Kelas Terapi,Restriksi Sub Sub Kelas Terapi,Restriksi Sub Sub Sub Kelas Terapi,Peresepan Maksimal
653,kombinasi KDT/FDC mengandung tenofovir disoproksil fumarat dan emtrisitabin,ANTIINFEKSI,ANTIVIRUS,Antiretroviral,Nucleoside Reverse Transcriptase Inhibitor (NRTI),300;200,mg,tab,"""kombinasi KDT/FDC mengandung:
a. tenofovir disoproksil fumarat  300 mg
b. emtrisitabin 200 mg
""",,,,,,,,Dapat diberikan oleh FPKTP yang memiliki kemampuan pengobatan antiretroviral dengan persyaratan memiliki SK Penunjukan sebagai unit pelayanan yang berhak memberikan obat ARV dari Dinas Kesehatan setempat.,,,,,Catatan: Disediakan oleh Program Kemenkes,
654,"kombinasi KDT/FDC mengandung tenofovir disoproksil fumarat, lamivudin dan dolutegravir",ANTIINFEKSI,ANTIVIRUS,Antiretroviral,Nucleoside Reverse Transcriptase Inhibitor (NRTI)+Integrase Inhibitor,300;300;50,mg,tab,"""kombinasi KDT/FDC (LPV/r) mengandung:
tenofovir disoproksil 300 mg
lamivudin 300 mg
dolutegravir 50 mg""",,,,,,,,"""Catatan: Disediakan oleh Program Kemenkes

Dapat diberikan oleh FPKTP yang memiliki kemampuan pengobatan antiretroviral dengan persyaratan memiliki SK Penunjukan sebagai unit pelayanan yang berhak memberikan obat ARV dari Dinas Kesehatan setempat.""",,,,,,
655,"kombinasi KDT/FDC mengandung tenofovir disoproksil fumarat, lamivudin dan efavirenz",ANTIINFEKSI,ANTIVIRUS,Antiretroviral,Nucleoside Reverse Transcriptase Inhibitor (NRTI)+Non-Nucleoside Reverse Transcriptase Inhibitor (NNRTI),300;300;600,mg,tab,"""kombinasi KDT/FDC mengandung: 
a. tenofovir disoproksil fumarat 300 mg
b.lamivudin 300 mg
c. efavirenz 600 mg""",,,,,,,,Dapat diberikan oleh FPKTP yang memiliki kemampuan pengobatan antiretroviral dengan persyaratan memiliki SK Penunjukan sebagai unit pelayanan yang berhak memberikan obat ARV dari Dinas Kesehatan setempat.,,,,,Catatan: Disediakan oleh Program Kemenkes,
656,kombinasi KDT/FDC mengandung tiotropium dan olodaterol,OBAT untuk SALURAN NAPAS,OBAT untuk PENYAKIT PARU OBSTRUKSI KRONIS,,,"2,5;2,5",mcg,cairan ih,"""kombinasi KDT/FDC mengandung tiotropium 2,5 mcg
olodaterol 2,5 mcg""",,,,,,,,Obat lini kedua untuk PPOK berat yang tidak respons lagi dengan LABA atau LAMA atau LABACs.,,,,,,"1 cartridge/bulan, 1 alat respimat/6 bulan."
657,kombinasi KDT/FDC mengandung tiotropium dan olodaterol,OBAT untuk SALURAN NAPAS,OBAT untuk PENYAKIT PARU OBSTRUKSI KRONIS,,,"2,5;2,5",mcg,"cairan ih, refill","""kombinasi KDT/FDC mengandung tiotropium 2,5 mcg
olodaterol 2,5 mcg""",,,,,,,,Obat lini kedua untuk PPOK berat yang tidak respons lagi dengan LABA atau LAMA atau LABACs.,,,,,,1 cartridge /bulan.
658,kombinasi KDT/FDC mengandung zidovudin dan lamivudin,ANTIINFEKSI,ANTIVIRUS,Antiretroviral,Nucleoside Reverse Transcriptase Inhibitor (NRTI),300;150,mg,tab,"""kombinasi KDT/FDC mengandung:
a. zidovudin 300 mg
b. lamivudin 150 mg
""",,,,,,,,Dapat diberikan oleh FPKTP yang memiliki kemampuan pengobatan antiretroviral dengan persyaratan memiliki SK Penunjukan sebagai unit pelayanan yang berhak memberikan obat ARV dari Dinas Kesehatan setempat.,,,,,Catatan: Disediakan oleh Program Kemenkes,
659,kombinasi KDT/FDC mengandung zidovudin dan lamivudin,ANTIINFEKSI,ANTIVIRUS,Antiretroviral,Nucleoside Reverse Transcriptase Inhibitor (NRTI),60;30,mg,tab dispersible,"""kombinasi KDT/FDC mengandung:
a. zidovudin 60 mg
b. lamivudin 30 mg
""",,,,,,,,"""a) Dapat digunakan untuk pengobatan HIV pada anak.
b) Dapat diberikan oleh FPKTP yang memiliki kemampuan pengobatan antiretroviral dengan persyaratan memiliki SK Penunjukan sebagai unit pelayanan yang berhak memberikan obat ARV dari Dinas Kesehatan setempat.""",,,,,Catatan: Disediakan oleh Program Kemenkes,
660,"kombinasi KDT/FDC, setiap dosis mengandung budesonid dan formoterol",OBAT untuk SALURAN NAPAS,ANTIASMA,,,"160;4,5",mcg,ih,"""kombinasi KDT/FDC mengandung budesonid 160 mcg
formoterol 4,5 mcg""",,,,,,,,"""a) Untuk terapi rumatan pada pasien asma.
b) Untuk terapi pelega pada asma dari intermiten sampai persisten ringan-berat.
c) Untuk terapi rumatan pada pasien PPOK.
d) Tidak diindikasikan untuk bronkospasme akut.""",,,,,,"""- Asma intermiten: 1 tbg/bulan.
- Asma persisten ringan: 2 tbg/bulan.
- Asma persisten sedang-berat: 3−4 tbg/bulan.
- PPOK: 2 tbg/bulan."""
661,"kombinasi KDT/FDC, setiap dosis mengandung budesonid dan formoterol",OBAT untuk SALURAN NAPAS,ANTIASMA,,,"80;4,5",mcg,ih,"""kombinasi KDT/FDC mengandung budesonid 80 mcg
formoterol 4,5 mcg""",,,,,,,,"""a) Untuk terapi rumatan pada pasien asma.
b) Untuk terapi pelega pada asma persisten ringan-berat.
c) Tidak diindikasikan untuk bronkospasme akut.""",,,,,,"""Asma persisten ringan-sedang: 3 tbg/bulan.
Asma persisten berat: 4 tbg/bulan."""
662,"kombinasi KDT/FDC, setiap mL mengandung brinzolamid dan timolol",OBAT untuk MATA,MIOTIK dan ANTIGLAUKOMA,,,"1;0,5",%,tts mata,"""kombinasi KDT/FDC mengandung brinzolamid 1 %
timolol 0,5 %""",,,,,,,,,,,,,,1 btl/bulan.
663,"kombinasi KDT/FDC, setiap mL mengandung latanoprost dan timolol",OBAT untuk MATA,MIOTIK dan ANTIGLAUKOMA,,,"0,05;5",mg,tts mata,"kombinasi KDT/FDC mengandung latanoprost 0,05 mg timolol 5 mg",,,,,,,,Hanya untuk pasien glaukoma.,,,,,,1 btl/bulan.
664,"kombinasi KDT/FDC, setiap mL mengandung natrium klorida dan kalium klorida",OBAT untuk MATA,LAIN–LAIN,,,"4,40;0,80",mg,tts mata,"""kombinasi KDT/FDC mengandung natrium klorida 4,40 mg
kalium klorida 0,80 mg""",,,,,,,,,,,,,,1 btl/bulan.
665,"kombinasi KDT/FDC, setiap mL mengandung travoprost dan timolol",OBAT untuk MATA,MIOTIK dan ANTIGLAUKOMA,,,"0,004;0,50",%,tts mata,"""kombinasi KDT/FDC mengandung travoprost 0,004 %
timolol 0,50 %""",,,,,,,,Digunakan pada pasien glaukoma sudut terbuka atau hipertensi okular dewasa dengan penurunan tekanan intraokular  yang tidak cukup responsif dengan beta bloker topikal atau analog prostaglandin.,,,,,,1 btl/bulan.
666,"kombinasi deksametason asetat, thymol, paraklorfenol, dan campor",OBAT dan BAHAN untuk GIGI,ANTISEPTIK dan BAHAN untuk PERAWATAN SALURAN AKAR GIGI,,,"0,1;5;30;64",%,cairan,"""deksametason asetat 0,1 %
thymol 5 %
paraklorfenol 30 %
campor 64%""",,,,,,,,,,,,,,
667,"kombinasi lidokain, medicinal creosote phenol, eugenol, dan benzil alkohol",OBAT dan BAHAN untuk GIGI,ANTISEPTIK dan BAHAN untuk PERAWATAN SALURAN AKAR GIGI,,,,,cairan,"""lidokain
medicinal creosote phenol
eugenol
benzil alkohol""",,,,,,,,,,,,,,
668,kombinasi triamsinolon asetonid dan dimetil-klortetrasiklin,OBAT dan BAHAN untuk GIGI,PREPARAT LAINNYA,,,,,pasta,,,,,,,,,,,,,,,
669,komposit resin,OBAT dan BAHAN untuk GIGI,BAHAN TUMPAT,,,,,pasta aktivasi sinar,,,,,,,,,,,,,,,
670,kotrimoksazol,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Sulfametoksazol-Trimetoprim,200/40,mg per 5 mL,susp,,,,,,,,,,,,,,,5 hari.
671,kotrimoksazol (dewasa),ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Sulfametoksazol-Trimetoprim,400/80,mg,tab,,,,,,,,,,,,,,,4 tab/hari selama 10 hari kecuali pada immunocompromised selama 21 hari.
672,kotrimoksazol forte (dewasa),ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Sulfametoksazol-Trimetoprim,800/160,mg,tab,,,,,,,,,,,,,,,"""- Profilaksis pada pasien HIV:
1 tab/hari sampai CD4 > 200 sel/mikroliter.
- Infeksi yang sensitif terhadap kotrimoksazol:
2 tab/hari selama 10 hari.
- PCP:
3-6 tab/hari selama 21−28 hari."""
673,kuinin,ANTIINFEKSI,ANTIPROTOZOA,Antimalaria,,200,mg,tab,,,,,,,,,,"""Untuk terapi lini kedua pada 
malaria. """,,,"""Catatan: Disediakan oleh Program 
Kemenkes.""",,
674,kuinin,ANTIINFEKSI,ANTIPROTOZOA,Antimalaria,,25,%,inj,,,,,,,,,,"""Hanya digunakan untuk 
malaria dengan komplikasi/malaria berat. """,,,"""Catatan: Disediakan oleh Program 
Kemenkes.""",,
675,laktulosa,OBAT untuk SALURAN CERNA,KATARTIK,,,"3,335",g/5 mL,sir,,,,,,,,,,,,,,,
676,lamivudin,ANTIINFEKSI,ANTIVIRUS,Antihepatitis,,100,mg,tab,,,,,,,,,"""Diberikan oleh dokter yang memiliki kompetensi di bidang ilmu gastroentero-hepatologi, atau gastroentero-hepatologi anak, atau penyakit dalam dengan melampirkan:
a) Hasil pemeriksaan HBeAg.
b) Pemeriksaan ALT meningkat 2x di atas batas atas normal dalam 3 bulan, atau 
c) Histologi/transient elastography atau AST Platelet Ratio Index (APRI) sesuai minimal dengan F2.
d) Pengobatan dihentikan apabila terjadi serokonversi HBsAg.
e) Apabila HBV DNA setelah 6 bulan masih positif harus ditambahkan atau digantikan obat lain.""",,,,,,
677,lamivudin,ANTIINFEKSI,ANTIVIRUS,Antiretroviral,Nucleoside Reverse Transcriptase Inhibitor (NRTI),150,mg,tab,,,,,,,,,t diberikan oleh FPKTP yang memiliki kemampuan pengobatan antiretroviral dengan persyaratan memiliki SK Penunjukan sebagai unit pelayanan yang berhak memberikan obat ARV dari Dinas Kesehatan setempat.,,,,,Catatan: Disediakan oleh Program Kemenkes,
678,lamotrigin,ANTIEPILEPSI - ANTIKONVULSI,,,,25,mg,tab dispersible,,,,,,,,,Tidak digunakan sebagai lini pertama untuk epilepsi.,,,,,,30 tab/bulan (hanya untuk titrasi dosis).
679,lamotrigin,ANTIEPILEPSI - ANTIKONVULSI,,,,50,mg,tab,,,,,,,,,Tidak digunakan sebagai lini pertama untuk epilepsi.,,,,,,400 mg/hari.
680,lamotrigin,ANTIEPILEPSI - ANTIKONVULSI,,,,100,mg,tab,,,,,,,,,Tidak digunakan sebagai lini pertama untuk epilepsi.,,,,,,120 tab/bulan.
681,lansoprazol,OBAT untuk SALURAN CERNA,ANTASIDA dan ANTIULKUS,,,30,mg,kaps,,,,,,,,,,"""a) Untuk terapi jangka pendek pada kasus tukak lambung, tukak duodenum dan refluks esofagitis.
b) Diberikan 1 jam sebelum makan.""",,,,,30 kaps/bulan.
682,lansoprazol,OBAT untuk SALURAN CERNA,ANTASIDA dan ANTIULKUS,,,30,mg,serb inj,,,,,,,,,,Untuk pasien IGD atau rawat inap dengan riwayat perdarahan saluran cerna.,,,,,1−3 amp/hari maks 3 hari.
683,lapatinib,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,250,mg,tab,,,,,,,,,"Diberikan kombinasi dengan letrozol untuk kanker payudara metastatik dengan HER2 IHK positif 3 (+++) atau HER2 IHK positif 2 (++) dengan konfirmasi FISH atau CISH positif,  pada post menopause dengan reseptor hormon positif (ER/PR positif) dan memerlukan terapi hormon.",,,,,,"Untuk HER2 positif+hormon ER dan/atau PR positif dan post menopause pemberian bersama letrozol, dosis 1.500 mg/hari (6 tab/hari)."
684,larutan kardioplegia,LAIN - LAIN,,,,,,inj,,,,,,,,,,,,,,,
685,latanoprost,OBAT untuk MATA,MIOTIK dan ANTIGLAUKOMA,,,"0,005",%,tts mata,,,,,,,,,Hanya untuk pasien glaukoma yang tidak memberikan respons pada timolol.,,,,,,1 btl/bulan.
686,leflunomid,ANTINEOPLASTIK dan IMUNOMODULATOR,IMUNOSUPRESAN,,,20,mg,tab sal selaput,,,,,,,,,"""a) Untuk pasien RA (Rheumatoid Arthritis) atau artritis psoriatik yang gagal atau intoleran dengan metotreksat sebagai pilihan pertama. Obat ini tidak untuk initial treatment.
b) Diresepkan oleh dokter yang memiliki kompetensi di bidang  ilmu reumatologi atau penyakit dalam.""",,,,,,30 tab/bulan.
687,lenalidomid,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antineoplastik Lain,,10,mg,kaps,,,,,,,,,"""a) Digunakan bersama dengan deksametason untuk Multiple Myeloma pada pasien yang belum pernah mendapat terapi dan tidak memenuhi syarat untuk transplantasi.
b) Digunakan bersama dengan melfalan dan prednison untuk Multiple Myeloma pada pasien     ≥ 65 tahun yang belum pernah mendapat terapi dan tidak memenuhi syarat untuk transplantasi.
c) Digunakan bersama dengan deksametason untuk Multiple Myeloma pada pasien yang relapse atau mengalami progressive disease setelah mendapat terapi utama.
d) Digunakan sebagai monoterapi pada pasien dewasa dengan anemia yang bergantung pada transfusi darah karena Myelodysplastic syndrome (MDS) dengan kelompok risiko rendah atau intermediate-1, dimana MDS tersebut terkait dengan adanya kelainan sitogenetik delesi 5q serta tidak ada pilihan terapi yang lain.
e) Sangat diperlukan kehati-hatian terhadap risiko terjadinya trombosis.""",,,,,,Maks 20 mg/hari.
688,lenalidomid,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Antineoplastik Lain,,15,mg,kaps,,,,,,,,,"""a) Digunakan bersama dengan deksametason untuk Multiple Myeloma pada pasien yang belum pernah mendapat terapi dan tidak memenuhi syarat untuk transplantasi.
b) Digunakan bersama dengan melfalan dan prednison untuk Multiple Myeloma pada pasien     ≥ 65 tahun yang belum pernah mendapat terapi dan tidak memenuhi syarat untuk transplantasi.
c) Digunakan bersama dengan deksametason untuk Multiple Myeloma pada pasien yang relapse atau mengalami progressive disease setelah mendapat terapi utama.
d) Digunakan sebagai monoterapi pada pasien dewasa dengan anemia yang bergantung pada transfusi darah karena Myelodysplastic syndrome (MDS) dengan kelompok risiko rendah atau intermediate-1, dimana MDS tersebut terkait dengan adanya kelainan sitogenetik delesi 5q serta tidak ada pilihan terapi yang lain.
e) Sangat diperlukan kehati-hatian terhadap risiko terjadinya trombosis.""",,,,,,Maks 20 mg/hari.
689,lenograstim,OBAT yang MEMENGARUHI DARAH,HEMATOPOETIK,,,263,mcg,serb inj,,,,,,,,,"""a) Hanya untuk leukopenia berat pra dan pascakemoterapi (leukosit kurang dari 4.000/mm3 dan neutrofil kurang dari 1.500/mm3).
b) Pemakaian protokol FLAG dan RICE.
""",,,,,,1 vial/hari selama 5 hari.
690,lenvatinib,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,10,mg,kaps,,,,,,,,,"""a) Untuk pasien differentiated thyroid carcinoma (DTC):
- Digunakan pada pasien DTC yang sudah metastatik atau progresif dan tidak memberikan respons terhadap radio ablasi interna (refrakter). Dibuktikan dengan hasil pemeriksaan histopatologi DTC (papillary/follicular/Hurthle cell).
- Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu onkologi.
atau
b) Untuk pasien hepatocellular carcinoma (HCC):
- Digunakan sebagai monoterapi pada pasien advanced atau unresectable HCC yang belum pernah mendapat terapi sistemik sebelumnya.
- Tidak diberikan untuk pasien dengan ukuran tumor > 50% dari ukuran hati.
- Child-Pugh A.
- ECOG performance status (PS) 0 atau 1.
- Tidak mengenai sistem bilier.
- Tidak ada trombus pada vena porta utama.
- Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu gastroentero hepatologi, atau hematologi onkologi medik, atau penyakit dalam.""",,,,,,"""- Untuk HCC: maksimal 12 mg (BB ≥ 60 kg) atau 8 mg (BB < 60 kg), satu kali sehari diberikan hingga progresi penyakit atau toksisitas yang tidak dapat diterima oleh pasien. 
- Untuk DTC: maksimal 24 mg, satu kali sehari diberikan hingga progresi penyakit atau toksisitas yang tidak dapat diterima oleh pasien."""
691,lenvatinib,ANTINEOPLASTIK dan IMUNOMODULATOR,ANTINEOPLASTIK,Penghambat Protein Kinase,,4,mg,kaps,,,,,,,,,"""a) Untuk pasien differentiated thyroid carcinoma (DTC):
- Digunakan pada pasien DTC yang sudah metastatik atau progresif dan tidak memberikan respons terhadap radio ablasi interna (refrakter). Dibuktikan dengan hasil pemeriksaan histopatologi DTC (papillary/follicular/Hurthle cell).
- Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu onkologi.
atau
b) Untuk pasien hepatocellular carcinoma (HCC):
- Digunakan sebagai monoterapi pada pasien advanced atau unresectable HCC yang belum pernah mendapat terapi sistemik sebelumnya.
- Tidak diberikan untuk pasien dengan ukuran tumor > 50% dari ukuran hati.
- Child-Pugh A.
- ECOG performance status (PS) 0 atau 1.
- Tidak mengenai sistem bilier.
- Tidak ada trombus pada vena porta utama.
- Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu gastroentero hepatologi, atau hematologi onkologi medik, atau penyakit dalam.""",,,,,,"""- Untuk HCC: maksimal 12 mg (BB ≥ 60 kg) atau 8 mg (BB < 60 kg), satu kali sehari diberikan hingga progresi penyakit atau toksisitas yang tidak dapat diterima oleh pasien. 
- Untuk DTC: maksimal 24 mg, satu kali sehari diberikan hingga progresi penyakit atau toksisitas yang tidak dapat diterima oleh pasien."""
692,letrozol,ANTINEOPLASTIK dan IMUNOMODULATOR,TERAPI ENDOKRIN,Antagonis Hormon Dan Senyawa Sejenis,,"2,5",mg,tab,,,,,,,,,"""a) Dapat digunakan untuk kanker payudara pada post menopause dengan reseptor ER dan/atau PR positif.    
b) Dapat digunakan pada premenopause atau perimenopause yang dijadikan post menopause dengan pemberian goserelin asetat.""",,,,,,30 tab/bulan.
693,leuprorelin asetat,ANTINEOPLASTIK dan IMUNOMODULATOR,TERAPI ENDOKRIN,Hormon Dan Senyawa Sejenis,,"22,5",mg,serb inj,,,,,,,,,,"""a) Diagnosis ditegakkan dengan pemeriksaan hasil PA.
b) Diberikan di FPKTL yang dapat melakukan pemeriksaan PSA.
c) Dapat digunakan untuk kanker prostat, boleh diberikan bersama dengan bikalutamid tab 50 mg.""",,,,,1 vial/3 bulan.
694,leuprorelin asetat,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,LAIN–LAIN,,,"3,75",mg,serb inj,,,,,,,,,"Untuk endometriosis, adenomiosis atau mioma uteri.",,,,,,1 vial/bulan.
695,leuprorelin asetat,ANTINEOPLASTIK dan IMUNOMODULATOR,TERAPI ENDOKRIN,Hormon Dan Senyawa Sejenis,,"3,75",mg,serb inj,,,,,,,,,,"""a) Dapat digunakan untuk kanker payudara dengan hormonal reseptor ER dan/atau PR positif premenopause.                                                           
b) Dapat digunakan untuk kanker prostat, boleh diberikan bersama dengan bikalutamid tab 50 mg.
c) Dapat digunakan untuk terapi pubertas prekoks disertai dengan pemeriksaan 2 dari 3 tanda-tanda seks sekunder pubertas prekoks.
d) Kadar LH > 0,8 IU/L.""",,,,,1 vial/bulan.
696,leuprorelin asetat,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,LAIN–LAIN,,,"1,88",mg,serb inj,,,,,,,,,"Untuk endometriosis, adenomiosis atau mioma uteri.",,,,,,1 vial/bulan selama 3 bulan.
697,leuprorelin asetat,ANTINEOPLASTIK dan IMUNOMODULATOR,TERAPI ENDOKRIN,Hormon Dan Senyawa Sejenis,,"7,5",mg,serb inj,,,,,,,,,,"""a) Diagnosis ditegakkan dengan pemeriksaan hasil PA.
b) Diberikan di FPKTL yang dapat melakukan pemeriksaan PSA.
c) Dapat digunakan untuk kanker prostat, boleh diberikan bersama dengan bikalutamid tab 50 mg.""",,,,,1 vial/bulan.
698,leuprorelin asetat,ANTINEOPLASTIK dan IMUNOMODULATOR,TERAPI ENDOKRIN,Hormon Dan Senyawa Sejenis,,"11,25",mg,serb inj,,,,,,,,,,"""a) Dapat digunakan untuk kanker payudara dengan hormonal reseptor ER dan/atau PR positif premenopause.        
b) Dapat digunakan untuk kanker prostat, boleh diberikan bersama dengan bikalutamid tab 50 mg.""",,,,,1 vial/3 bulan.
699,levetirasetam,ANTIEPILEPSI - ANTIKONVULSI,,,,250,mg,tab,,,,,,,,,Sebagai terapi tambahan pada pasien epilepsi onset parsial.,,,,,,60 tab/bulan.
700,levetirasetam,ANTIEPILEPSI - ANTIKONVULSI,,,,500,mg,tab,,,,,,,,,Sebagai terapi tambahan pada pasien epilepsi onset parsial.,,,,,,90 tab/bulan.
701,levofloksasin,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Kuinolon,500,mg,tab sal selaput,,,,,,,,,"""Tidak digunakan untuk pasien usia 
< 18 tahun, ibu hamil, atau ibu 
menyusui.""",,,,,,"""10 hari.
"""
702,levofloksasin,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Kuinolon,5,mg/mL,inf,,,,,,,,,"""Tidak digunakan untuk pasien usia 
< 18 tahun, ibu hamil, atau ibu 
menyusui.""",,,,,,"""10 hari.
"""
703,levofloksasin,OBAT untuk MATA,ANTIMIKROBA,,,"0,5",%,tts mata,,,,,,,,,"Hanya digunakan untuk operasi intraokular, keratitis, operasi katarak atau infeksi berat.",,,,,,
704,levonorgestrel,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,HORMON KELAMIN dan OBAT yang MEMENGARUHI FERTILITAS,Kontrasepsi,"Kontrasepsi, Implan",@ 75,mg (3-4 tahun),implan 2 rods,,,,,,,,,Catatan: Disediakan oleh program BKKBN.,,,,,,
705,levonorgestrel,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,HORMON KELAMIN dan OBAT yang MEMENGARUHI FERTILITAS,Kontrasepsi,"Kontrasepsi, Implan",160,mg,implan 1 rod,,,,,,,,,Catatan: Disediakan oleh program BKKBN.,,,,,,
706,levotiroksin,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,HORMON TIROID dan ANTITIROID,,,100,mcg,tab,,,,,,,,,,,,,,,60 tab/bulan.
707,levotiroksin,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,HORMON TIROID dan ANTITIROID,,,25,mcg,tab,,,,,,,,,,,,,,,Untuk substitusi 150−200 mcg/hari. 90 tab/bulan.
708,levotiroksin,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,HORMON TIROID dan ANTITIROID,,,50,mcg,tab,,,,,,,,,,,,,,,Untuk substitusi 150−200 mcg/hari. 90 tab/bulan.
709,lidokain,OBAT KARDIOVASKULAR,ANTIARITMIA,,,50,mg/mL,inj,,,,,,,,,,,,,,,
710,lidokain,OBAT dan BAHAN untuk GIGI,PREPARAT LAINNYA,,,10,%,spray topikal,,,,,,,,,,,,,,,
711,lidokain,OBAT dan BAHAN untuk GIGI,PREPARAT LAINNYA,,,2,%,gel,,,,,,,,,,,,,,,
712,lidokain,OBAT dan BAHAN untuk GIGI,PREPARAT LAINNYA,,,2,%,inj,,,,,,,,,,,,,,,
713,lidokain,ANESTETIK,ANESTETIK LOKAL,,,10,%,spray topikal,,,,,,,,,,,,,,,
714,lidokain,ANESTETIK,ANESTETIK LOKAL,,,2,%,gel,,,,,,,,,,,,,,,
715,lidokain,ANESTETIK,ANESTETIK LOKAL,,,2,%,inj,,,,,,,,,,,,,,,
716,lidokain,OBAT untuk TELINGA HIDUNG dan TENGGOROK,,,,10,%,spray topikal,,,,,,,,,,,,,,,
717,linestrenol,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,HORMON KELAMIN dan OBAT yang MEMENGARUHI FERTILITAS,Kontrasepsi,"Kontrasepsi, Oral","0,5",mg,tab,,,,,,,,,,,,,,,
718,linestrenol,HORMON OBAT ENDOKRIN LAIN dan KONTRASEPSI,HORMON KELAMIN dan OBAT yang MEMENGARUHI FERTILITAS,Progestogen,,5,mg,tab,,,,,,,,,,,,,,,
719,liquor carbonis detergens,OBAT TOPIKAL untuk KULIT,KERATOLITIK dan KERATOPLASTIK,,,5,%,lar,,,,,,,,,,,,,,,
720,lisinopril,OBAT KARDIOVASKULAR,ANTIHIPERTENSI,Antihipertensi Sistemik,,10,mg,tab,,,,,,,,,,,,,"""Catatan:
Pemberian obat antihipertensi harus didasarkan pada prinsip dosis titrasi, mulai dari dosis terkecil hingga tercapai dosis dengan outcome tekanan darah terbaik.""",,30 tab/bulan.
721,lisinopril,OBAT KARDIOVASKULAR,ANTIHIPERTENSI,Antihipertensi Sistemik,,5,mg,tab,,,,,,,,,,,,,"""Catatan:
Pemberian obat antihipertensi harus didasarkan pada prinsip dosis titrasi, mulai dari dosis terkecil hingga tercapai dosis dengan outcome tekanan darah terbaik.""",,30 tab/bulan.
722,litium karbonat,PSIKOFARMAKA,OBAT untuk GANGGUAN BIPOLAR,,,400,mg,tab,,,,,,,,,Harus dilakukan pemeriksaan fungsi ginjal (creatinin clearance > 60 mL/min).,,,,,,90 tab/bulan.
723,litium karbonat,PSIKOFARMAKA,OBAT untuk GANGGUAN BIPOLAR,,,200,mg,tab,,,,,,,,,Harus dilakukan pemeriksaan fungsi ginjal (creatinin clearance > 60 mL/min).,,,,,,180 tab/bulan.
724,loperamid,OBAT untuk SALURAN CERNA,OBAT untuk DIARE,,,2,mg,tab,,,,,,,,,Tidak digunakan untuk anak.,,,,,,"""a) < 60 tahun: 10 tab/kasus.
 b) ≥ 60 tahun: 4 tab/kasus."""
725,loratadin,ANTIALERGI dan OBAT untuk ANAFILAKSIS,,,,10,mg,tab,,,,,,,,,,,,,,,"""- Urtikaria akut: 1 tab/hari, maks 5 hari, dilakukan di FPKTP.
- Urtikaria kronik: maks 30 tab/bulan, hanya dilakukan di FPKTL."""
726,lorazepam,PSIKOFARMAKA,ANTIANSIETAS,,,1,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
727,lorazepam,PSIKOFARMAKA,ANTIANSIETAS,,,"0,5",mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
728,lorazepam,PSIKOFARMAKA,ANTIANSIETAS,,,2,mg,tab,,,,,,,,,,,,,,,30 tab/bulan.
729,low molecule ferri sucrose,OBAT yang MEMENGARUHI DARAH,ANTIANEMI,,,20,mg/mL,inj,,,,,,,,,Hanya untuk kasus dialisis dengan defisiensi zat besi dan kadar Hb < 10 g/dL.,,,,,,
730,magnesium sulfat,ANTIEPILEPSI - ANTIKONVULSI,,,,20,%,inj,,,,,,,,,Hanya untuk kejang pada preeklampsia atau eklampsia. Tidak digunakan untuk kejang lainnya.,,,,,,
731,magnesium sulfat,ANTIEPILEPSI - ANTIKONVULSI,,,,40,%,inj,,,,,,,,,Hanya untuk kejang pada preeklampsia atau eklampsia. Tidak digunakan untuk kejang lainnya.,,,,,,
732,magnesium sulfat,ANTIDOT dan OBAT LAIN untuk KERACUNAN,UMUM,,,,,serb,,,,,,,,,,,,,,,
733,manitol,DIURETIK dan OBAT untuk HIPERTROFI PROSTAT,DIURETIK,,,20,%,inf,,,,,,,,,,,,,,,2 btl/hari.
734,manitol,OBAT untuk MATA,,,,20,%,inf,,,,,,,,,Untuk glaukoma.,,,,,,
